x to x + 1,nqx,Ix,ndx,nLx,Tx,ex
0-1,0.016905351777890494,100000.0,1690.5351777890494,99154.73241110548,7170962.1033,71.70962103299999
1-2,0.0011714986440730904,98309.46482221095,115.16940473877132,98251.88011984157,7071807.370888894,71.93414574759406
2-3,0.000441605949221599,98194.29541747218,43.363185035978915,98172.6138249542,6973555.490769053,71.01792890433241
3-4,0.0002693881677552819,98150.9322324362,26.44069979756883,98137.71188253742,6875382.876944099,70.04908379945037
4-5,0.00017834329930024086,98124.49153263863,17.49984556208932,98115.74160985758,6777245.165061561,69.06782454824015
5-6,0.0001287057063411193,98106.99168707653,12.626929662087505,98100.6782222455,6679129.423451704,68.08005534157597
6-7,0.00011162537477522357,98094.36475741444,10.94982022938387,98088.88984729975,6581028.745229458,67.08875439995174
7-8,0.00011938668759488526,98083.41493718505,11.709854017345213,98077.56001017638,6482939.855382158,66.09618822442089
8-9,0.00014663790070828416,98071.7050831677,14.381028952277672,98064.51456869156,6384862.295371982,65.10402047111785
9-10,0.00019161890706531032,98057.32405421542,18.789637265017724,98047.92923558291,6286797.780803291,64.11349525841997
10-11,0.0002562659557264092,98038.53441695041,25.123938720376255,98025.97244759022,6188749.851567708,63.1256871430516
11-12,0.00034585986812051515,98013.41047823003,33.89890522204256,97996.461025619,6090723.879120118,62.14174008844373
12-13,0.0004673384561987033,97979.51157300799,45.78959367763254,97956.61677616918,5992727.418094499,61.16306686861882
13-14,0.0006239426719605842,97933.72197933035,61.105028166828376,97903.16946524695,5894770.80131833,60.19143030796344
14-15,0.0008070487136362675,97872.61695116352,78.98796961065167,97833.12296635819,5796867.631853083,59.22869759113117
15-16,0.0010150619228032924,97793.62898155287,99.26658907192684,97743.99568701691,5699034.508886725,58.276132793494675
16-17,0.001224793407398211,97694.36239248095,119.65541099828238,97634.53468698182,5601290.5131997075,57.33483873610716
17-18,0.00140227844239454,97574.70698148267,136.82690812309716,97506.29352742112,5503655.978512726,56.404535035469664
18-19,0.0015229688768136672,97437.88007335957,148.39485877442922,97363.68264397235,5406149.684985304,55.48303884398031
19-20,0.001595587693058627,97289.48521458515,155.23390527240133,97211.86826194894,5308786.002341332,54.5669040249528
20-21,0.0016532443808524957,97134.25130931275,160.58665516543547,97053.95798173003,5211574.134079383,53.65331038053436
21-22,0.0017114610297925671,96973.66465414732,165.96664797174603,96890.68133016145,5114520.176097653,52.74133131235561
22-23,0.0017535616626064314,96807.69800617557,169.75826786881055,96722.81887224117,5017629.494767492,51.83089359740179
23-24,0.0017813226985709536,96637.93973830677,172.14335559897782,96551.86806050729,4920906.67589525,50.92106360318678
24-25,0.001797579066801061,96465.79638270779,173.40489623984905,96379.09393458787,4824354.8078347435,50.01104006538368
25-26,0.0018132021771010089,96292.39148646794,174.59757388152633,96205.09269952717,4727975.713900155,49.10020034723701
26-27,0.001814890055769894,96117.7939125864,174.4432283544931,96030.57229840916,4631770.621200629,48.18848240954174
27-28,0.0018039975804433886,95943.35068423192,173.0815724939859,95856.80989798493,4535740.048902219,47.275189125197585
28-29,0.0017838228608444977,95770.26911173793,170.83719543074778,95684.85051402256,4439883.239004234,46.35972395383054
29-30,0.0017677611975273166,95599.43191630718,168.99696624730234,95514.93343318353,4344198.388490211,45.44167576532624
30-31,0.0017552528784793872,95430.43495005988,167.50454564063253,95346.68267723956,4248683.455057028,44.52126260642556
31-32,0.0017699300156476766,95262.93040441924,168.60871990133728,95178.62604446858,4153336.772379788,43.59866691847131
32-33,0.001835357343477694,95094.3216845179,174.53206162671003,95007.05565370455,4058158.1463353196,42.67508379520856
33-34,0.0019516090375728276,94919.78962289118,185.24631927254595,94827.16646325491,3963151.0906816153,41.7526324745019
34-35,0.0020931221985872285,94734.54330361864,198.29097556182725,94635.39781583773,3868323.9242183603,40.83329891421558
35-36,0.0022431793924362815,94536.25232805681,212.06177306045348,94430.22144152659,3773688.526402523,39.917898514817196
36-37,0.0023884905957677065,94324.19055499636,225.2924420940099,94211.54433394935,3679258.3049609964,39.00651872348462
37-38,0.002531272134348219,94098.89811290235,238.1899186660619,93979.80315356932,3585046.760627047,38.09871138263079
38-39,0.002681607455601666,93860.70819423629,251.6975748817164,93734.85940679543,3491066.957473478,37.19412547206685
39-40,0.002857139452530821,93609.01061935457,267.4539973529345,93475.28362067809,3397332.0980666825,36.29278929013967
40-41,0.003070044447263943,93341.55662200163,286.56272760634903,93198.27525819845,3303856.8144460046,35.39534730308161
41-42,0.0033104984720644832,93054.99389439529,308.05841510536544,92900.9646868426,3210658.539187806,34.50280747781753
42-43,0.003575531446975129,92746.93547928992,331.61958441677444,92581.12568708154,3117757.5745009636,33.615747608147636
43-44,0.0038667288294320884,92415.31589487314,357.3449662517795,92236.64341174725,3025176.448813882,32.73457889009616
44-45,0.004185867633491601,92057.97092862136,385.34248091502695,91865.29968816385,2932939.805402135,31.859705094697745
45-46,0.004534929305465072,91672.62844770633,415.72888925651444,91464.76400307807,2841074.5057139713,30.99152444761232
46-47,0.004916112505376249,91256.89955844982,448.6291851211594,91032.58496588924,2749609.7417108933,30.130431288099757
47-48,0.005331846252689526,90808.27037332866,484.17573610324973,90566.18250527704,2658577.156745004,29.276817472848332
48-49,0.005784803791727374,90324.09463722541,522.5071651417637,90062.84105465453,2568010.974239727,28.431073508722097
49-50,0.006277917449062222,89801.58747208364,563.7669529444813,89519.7039956114,2477948.1331850723,27.59358941127165
50-51,0.006814394689151626,89237.82051913916,608.101730217088,88933.76965403062,2388428.429189461,26.76475529427801
51-52,0.007397735522527727,88629.71878892207,655.6592190364519,88301.88917940384,2299494.6595354304,25.944961700847085
52-53,0.0080317513799402,87974.05956988562,706.5857743493701,87620.76668271094,2211192.7703560265,25.13459968957644
53-54,0.008720585533192696,87267.47379553625,761.0234694996261,86886.96206078643,2123572.0036733155,24.334060690799287
54-55,0.009468735116501597,86506.45032603662,819.106664006044,86096.8969940336,2036685.0416125292,23.543736148419097
55-56,0.010281074778837163,85687.34366203057,880.957987789255,85246.86466813594,1950588.1446184956,22.76401696278551
56-57,0.011162881975955757,84806.38567424132,946.683674088941,84333.04383719685,1865341.2799503596,21.995292749717187
57-58,0.012119863889003343,83859.70200015238,1016.3681740142282,83351.51791314526,1781008.2361131627,21.237950930351822
58-59,0.013158185933163495,82843.33382613814,1090.0679898074584,82298.29983123441,1697656.7182000175,20.492375666132173
59-60,0.01428450179347443,81753.26583633068,1167.8046724614576,81169.36350009995,1615358.418368783,19.75894665300242
60-61,0.015505984894387953,80585.46116386923,1249.5569435142434,79960.68269211211,1534189.0548686832,19.038037788838047
61-62,0.016830361173685537,79335.90422035499,1335.2519220694971,78668.27825932024,1454228.372176571,18.33001572828187
62-63,0.018265942988848007,78000.6522982855,1424.7554679734392,77288.27456429877,1375560.0939172509,17.63523833950664
63-64,0.019821663933742767,76575.89683031205,1517.8616923954035,75816.96598411434,1298271.819352952,16.954053077952853
64-65,0.02150711428442535,75058.03513791664,1614.2817396755868,74250.89426807885,1222454.8533688376,16.286795292770687
65-66,0.023332576723828664,73443.75339824105,1713.6320110504116,72586.93739271584,1148203.9591007587,15.633786482490118
66-67,0.02530906191505507,71730.12138719064,1815.4220833628237,70822.41034550923,1075617.0217080428,14.995332517311528
67-68,0.02744834340087961,69914.69930382782,1919.0426752607045,68955.17796619746,1004794.6113625336,14.371721846303089
68-69,0.029762991202006525,67995.65662856711,2023.7541300106998,66983.77956356177,935839.4333963362,13.76322370866201
69-70,0.03226640336787904,65971.90249855642,2128.6760169648082,64907.564490074015,868855.6538327744,13.170086368993019
70-71,0.03497283460096116,63843.226481591606,2232.7786001324066,62726.8371815254,803948.0893427003,12.59253539722822
71-72,0.0378974209283171,61610.4478814592,2334.8770769458015,60443.0093429863,741221.2521611749,12.030772014306928
72-73,0.04105619923345239,59275.5708045134,2433.629644626716,58058.75598220004,680778.2428181886,11.484971525003894
73-74,0.04446612028788579,56841.94115988669,2527.5405930124475,55578.17086338046,622719.4868359886,10.95528185929444
74-75,0.04814505373781738,54314.40056687424,2614.969734029499,53006.91569985949,567141.3159726082,10.44182224333525
75-76,0.05211178330968881,51699.43083284474,2694.1495367954494,50352.35606444701,514134.40027274867,9.944682020485963
76-77,0.05638599030391013,49005.28129604929,2763.2113159994237,47623.67563804958,463782.04420830164,9.463919641773199
77-78,0.06098822325472202,46242.06998004986,2820.22168770376,44831.959136197984,416158.3685702521,8.99956184378845
78-79,0.06593985145415997,43421.848292346105,2863.2302262623716,41990.23317921492,371326.4094340541,8.551603030207886
79-80,0.07126299987967573,40558.618066083734,2890.328794363139,39113.45366890216,329336.17625483917,8.120004870931227
