,P,D,E,R,RLONG,CPI,RealR,C,Unnamed: 9,RealP,P*,P*r,P*C,RealD,Return,ln(1+ret),RealE,P/E,E10,P/E10
1886.0,5.2,0.22,0.33,4.26,3.37,7.9922321,1.0426,,1886.0,149.82748061082964,131.7410137356834,113.45849108396055,,6.338854948919714,0.11538461538461535,0.109199291964992,9.508282423379573,19.259259259259263,9.260442622829348,16.83662413345542
1887.0,5.58,0.25,0.36,6.11,3.52,7.9922321,1.0128645503954532,,1887.0,160.77641188623642,133.5919575344892,115.76299439679553,,6.875799414693543,-0.048879265380127414,-0.05011426905865738,9.901151157158703,16.90909090909091,9.502011508745493,17.36163361024252
1888.0,5.31,0.23,0.26,5.02,3.67,8.3728446,1.1002134683901386,,1888.0,146.04197956809085,134.9917718981099,114.43536580271945,,6.626984719325156,0.07918959245751403,0.07621038210797124,7.491374030541481,14.749999999999998,9.38874777963691,15.369585632860606
1889.0,5.24,0.22,0.3,4.68,3.45,7.9922321,1.0991396706252423,2731.570142112284,1889.0,150.9799996924514,136.74807007805674,122.71852812591746,108.81068630614173,6.655795701850212,0.1221370683138573,0.11523496391165768,9.076085047977562,20.153846153846157,9.420445331097445,16.08095171327419
1890.0,5.38,0.22,0.29,5.41,3.42,7.6116519,1.0283904017474113,2674.739801148982,1890.0,162.76445852706428,138.5883764854748,131.98984733777263,93.3783534701936,6.493460217981625,-0.08241893614173942,-0.08601434997727571,8.559561196430325,17.933333333333334,9.078480534210142,17.27778813064911
1891.0,4.84,0.22,0.34,5.97,3.62,7.801942,1.1285118622613837,2802.8274991184417,1891.0,142.85612479559575,140.72180746533923,133.8392907006578,106.09802035008241,6.915114544790653,0.26076009559030994,0.23171478954946617,10.686995205585555,16.68965517241379,9.151920452663514,15.735686633603022
1892.0,5.51,0.24,0.37,3.93,3.6,7.3262127,0.9641693077480137,2877.0104557351106,1892.0,173.1921870081659,142.54537729982954,148.0698319482337,110.86922805596612,6.998425027666199,-0.01504442552411103,-0.015158740882111464,10.789238584318724,16.205882352941174,9.239681916529586,18.924135967305222
1893.0,5.61,0.25,0.26,8.52,3.75,7.8970911,1.2509953876569442,2834.846162332372,1893.0,163.58818502169743,144.39928998880674,141.38996578986712,97.51287437618241,8.403786389675998,-0.060927198483791516,-0.06286227187805858,8.73993784526304,15.162162162162163,9.115614061322919,17.70495851475599
1894.0,4.32,0.21,0.16,3.32,3.7,6.8504835,1.078120801015998,2698.7075286449963,1894.0,145.21742881360126,144.8771354294595,171.4303852199761,71.68417815993585,7.366095052036446,0.07729374859555156,0.0744521080566096,5.612262896789674,16.615384615384613,8.814439218839157,15.93062495150506
1895.0,4.25,0.19,0.25,3.09,3.46,6.5650524,1.0161735722509198,2979.4573359122332,1895.0,149.07573319597572,146.4916493013607,183.1301410240491,99.13368526260639,6.569358781683427,0.03442089601641111,0.03384174937008993,8.643893133793982,26.5625,8.900878152123862,16.9126735683145
1896.0,4.27,0.18,0.21,5.76,3.6,6.6601934,1.0887056905224535,2916.275277401713,1896.0,147.63769472520121,149.060374032462,186.14139468066085,84.41916772392536,6.406649076192529,0.06075198281531661,0.058978074356449424,7.474423922224617,17.08,8.697492302008365,16.58686841926636
1897.0,4.22,0.18,0.31,3.44,3.4,6.4699033,1.0048458913400324,3089.2463215432,1897.0,150.20032834184707,151.9701937420409,202.52412674963847,99.89430304960568,6.223603056331668,0.1647937055757222,0.15254399457868684,10.718427485904538,20.095238095238095,8.77921993488295,17.26938330341078
1898.0,4.88,0.2,0.35,3.55,3.35,6.6601934,1.0209149670353503,3085.275476485828,1898.0,168.72879397165855,155.26504919895356,204.72863225551308,93.15808219854706,6.817715015929985,0.26875944799415785,0.23803961047513675,11.931001277877472,15.741935483870968,9.22318265961655,19.219110037469196
1899.0,6.08,0.21,0.48,3.36,3.1,6.7553425,0.8841637913990887,3389.8130517860636,1899.0,207.2585364842715,158.1421735969336,209.58841311228417,128.93475514037675,6.123621899207924,-0.11221867557179911,-0.11902982259057066,13.996850055332398,17.37142857142857,9.715259160352032,22.471476943826264
1900.0,6.1,0.3,0.48,4.64,3.15,7.8970911,1.0722379898180472,3362.0541357981015,1900.0,177.87663611984922,161.94662116933745,187.64593734737494,118.63938078736197,8.964040022406726,0.23802983922378845,0.21352127673751775,14.342464035850762,12.708333333333332,10.293549444294076,18.308995486786774
1901.0,7.07,0.32,0.5,4.3,3.1,7.7067929,1.0178665654116614,3702.7857873608336,1901.0,211.25254319471853,162.9736097195042,198.39530306941936,165.58779345321108,9.3312333702216,0.16500978600170363,0.15272948698384647,14.58005214097125,14.729166666666668,10.682855137832647,20.522808418802526
1902.0,8.12,0.33,0.63,4.72,3.18,7.8970911,0.9551381313900328,3659.7120651915307,1902.0,236.7800467693731,163.67649500877525,199.64322474561814,148.68497544587012,8.776867914388568,-0.012653943836344472,-0.01273468685185843,16.7558387456509,16.24,11.279515153965864,22.164491019898954
1903.0,8.46,0.35,0.53,5.5,3.3,8.6582595,1.1035053958299639,3808.077902986701,1903.0,225.00697744159785,165.0158546320474,189.57361189788904,165.52526898026719,9.73678697603083,-0.13082552601205055,-0.14021139827919088,14.744277420846684,13.42857142857143,11.87994911152423,19.948284511367998
1904.0,6.68,0.31,0.49,4.34,3.4,8.2776793,1.0199578531676148,3785.6899573301894,1904.0,185.8335342853884,165.42007580245257,205.30068117755877,151.93013771209277,8.430255006038134,0.278987688321596,0.2460688965312947,13.325241783737697,12.60377358490566,12.651247000219032,15.642620396843219
1905.0,8.43,0.33,0.67,4.17,3.48,8.4679289,1.0417,3923.570459174079,1905.0,229.24854742226282,167.24255528043864,208.29810170391255,166.87284001642604,8.974142425782532,0.20996441281138786,0.1905909482764612,18.22022856143726,17.20408163265306,13.60888054298336,18.12062853711526
1906.0,9.87,0.4,0.76,5.47,3.43,8.4679289,1.0093366588536368,4273.844535124404,1906.0,268.4084416438593,168.60464998120852,215.22778506272132,225.9538211950928,10.409889277279493,-0.03428431156353125,-0.03488580647852493,19.778789626831035,14.731343283582088,14.839317113444002,19.723036056940682
1907.0,9.56,0.44,0.66,6.23,3.67,8.8485091,1.085642122060444,4276.705113168309,1907.0,248.79635372697985,168.52618773552274,214.53148490965668,216.14948296872177,11.702490552518091,-0.2206919904765104,-0.24934892034187417,17.553735828777135,12.578947368421051,15.52284794773126,16.766024462242765
1908.0,6.85,0.4,0.58,5.32,3.87,8.6582595,1.0195897678699035,3929.989972194023,1908.0,182.1865006471566,167.06558242029948,227.92521922220473,142.4259365668026,10.29912269614824,0.33695005337217526,0.2903909401835443,14.933727909414948,10.378787878787877,15.82312061088501,11.736667218581115
1909.0,9.06,0.44,0.76,3.65,3.76,8.9436744,0.9368331133993284,4274.442349727306,1909.0,233.27512906775763,167.00460688170827,230.17846494237037,189.01642218994218,10.239667244366297,0.049495229100410716,0.04830931438961943,17.686697967541786,15.620689655172413,16.19210540210595,14.742675279064956
1910.0,10.08,0.47,0.73,5.26,3.91,9.8951653,1.1285675819368224,4263.359502899055,1910.0,234.58146778002788,167.0029875206507,214.42316039272202,176.82402600187936,11.727224266862386,0.036006857553089376,0.035373763075122924,18.214624925126685,13.26315789473684,16.57932149103354,14.487397528274375
1911.0,9.27,0.47,0.59,4.0,3.98,9.2290893,1.0508263212030209,4399.9282507056205,1911.0,231.30078500811558,165.4165555954129,236.47651384237693,188.8658019727631,11.849303782951727,0.04528923121908654,0.044293623407491184,14.874657940301104,12.698630136986301,16.60878207096652,13.951161097467596
1912.0,9.12,0.48,0.7,4.35,4.01,9.134005,0.9725851242346939,4444.755222900706,1912.0,229.92691595855263,163.5964642179983,244.5999727248963,184.83166767179105,11.279020408163264,-0.0005083143125668638,-0.0005084435480836931,16.448571428571427,15.457627118644066,16.578055339258576,13.843695159350863
1913.0,9.3,0.48,0.63,5.65,4.45,9.8,1.03537,4501.988020803919,1913.0,218.53102040816327,162.2650334098811,235.8114098148172,183.25802989815887,11.053439999999998,-0.06741935483870984,-0.06979964845689175,14.50764,13.285714285714288,16.554391597173908,13.181945405300878
1914.0,8.37,0.42,0.52,4.64,4.16,10.0,1.036039603960396,4361.7544433348185,1914.0,192.74435999999997,161.0869618272272,241.2684276294991,150.41606792468806,9.575999999999999,-0.0654979476442266,-0.06774145588157598,11.856000000000002,13.285714285714283,16.40746741880014,11.643095360442267
1915.0,7.48,0.43,0.88,3.65,4.24,10.1,1.0066009615384615,4224.743781459738,1915.0,170.544,161.4058814796813,248.8674247789057,122.81268985553146,9.521192307692306,0.26717400246812,0.2367892261385019,19.485230769230768,14.384615384615383,16.533967639579487,10.394291553161084
1916.0,9.33,0.56,1.53,3.64,4.05,10.4,0.9212444444444445,4541.708900882137,1916.0,206.58773076923077,161.80401631287657,250.0425660454775,154.5071595893842,11.02194871794872,-0.034893414314636065,-0.03551673225504382,30.11353846153846,10.602272727272728,17.56744252305023,12.494746286710706
1917.0,9.57,0.69,1.28,4.25,4.23,11.7,0.8712321428571428,4387.478029139824,1917.0,188.3572307692308,160.62938442197074,229.30043181969816,123.54278245025084,11.349514285714283,-0.3101209135691895,-0.3712389338034355,21.05417142857143,6.254901960784315,17.91748608302966,10.721949454058974
1918.0,7.21,0.57,0.99,5.98,4.57,14.0,0.8992242424242425,4369.959261652006,1918.0,118.5942,159.0290810376527,198.18734067636066,110.23187815451259,7.955127272727271,-0.009120329508679149,-0.009162174333898775,13.8168,5.6328125,17.805793292088165,6.6189084478946585
1919.0,7.85,0.53,0.93,5.56,4.5,16.5,0.9024559585492228,4505.826737301238,1919.0,109.55745454545453,160.94033317440434,178.30714068934512,116.63843552208837,6.323751295336788,0.01937229794396234,0.01918704369087876,11.09639378238342,7.929292929292928,17.146762873572328,6.152910614442287
1920.0,8.83,0.51,0.8,7.3,4.97,19.3,1.089942105263158,4637.213285499299,1920.0,105.3560829015544,164.71432422179703,161.75808085559422,124.52573454625454,6.1812000000000005,-0.12340704535971869,-0.13171252817291437,9.696000000000002,9.494623655913978,16.294900381059662,6.144371604038208
1921.0,7.11,0.46,0.29,7.44,5.09,19.0,1.207905325443787,4842.813954248869,1921.0,86.1732,168.88664919127095,175.49553463760958,141.94161840504128,6.267976331360948,0.22704083755690396,0.2046054476173907,3.9515502958579884,8.887499999999998,15.20258961661535,5.288353901209682
1922.0,7.3,0.51,0.69,4.58,4.3,16.9,1.052025,4952.360564866465,1922.0,99.47005917159764,173.2390179658465,210.85654882972622,148.9591576324833,6.990642857142857,0.2967139595564252,0.2598333409627573,9.45792857142857,25.17241379310345,14.503525330901065,6.542968117937218
1923.0,8.9,0.53,0.98,4.96,4.36,16.8,1.0192647398843933,5310.2848465177285,1923.0,121.99357142857143,177.10576980947474,222.23704385545898,189.92918655910515,7.054820809248555,0.021289861661362586,0.021066398656886497,13.044763005780347,12.898550724637683,14.357237631479098,8.411304744554288
1924.0,8.83,0.55,0.93,4.34,4.06,17.3,1.0434,5595.713523208107,1924.0,117.53597687861271,181.15668324471983,227.52369201889337,227.1211490966459,7.321040462427746,0.2604756511891279,0.23148915067158482,12.37921387283237,9.010204081632653,14.409559018762334,8.18653141332063
1925.0,10.58,0.6,1.25,3.87,3.86,17.3,1.0038832402234636,5351.595638189757,1925.0,140.8301965317919,185.18854885139194,238.14670830714627,182.68563174560552,7.718882681564247,0.21038430262643773,0.19093791465910204,16.08100558659218,11.376344086021504,14.069136500498473,9.77338698210128
1926.0,12.65,0.69,1.24,4.28,3.68,17.9,1.0666354285714286,5712.110577558776,1926.0,162.73977653631286,189.05990403988207,240.09935883113405,229.39536547260073,9.079611428571427,0.13929305477131554,0.1304079426543005,16.316982857142857,10.12,12.689480940058917,11.567147460012698
1927.0,13.4,0.77,1.11,4.26,3.34,17.5,1.0546531791907514,5760.196755660479,1927.0,176.3286857142857,191.73449516495094,255.21311949244966,228.1383054986101,10.249456647398844,0.38145975325683734,0.3231407323162448,14.775190751445086,10.806451612903226,12.061582872346282,13.895657871839399
1928.0,17.53,0.85,1.38,4.64,3.33,17.3,1.0586385964912282,5818.535580856938,1928.0,233.34152601156072,193.33751343155532,267.6820854636067,227.2724748663211,11.446666666666665,0.4837821879284631,0.39459436033977385,18.583999999999996,15.792792792792795,12.538302872346282,19.345846103378793
1929.0,24.86,0.97,1.61,6.01,3.6,17.1,1.0601,6071.470983753469,1929.0,334.7813333333333,193.76982431575243,281.0204117966437,257.99686284928094,13.062666666666665,-0.08769106999195483,-0.09177660722301365,21.681333333333335,18.01449275362319,13.596796827441272,26.700689618186416
1930.0,21.71,0.98,0.97,4.15,3.29,17.1,1.1201037735849058,5686.178628387063,1930.0,292.36133333333333,192.50883050494198,294.26820299393415,185.41914926766424,14.193358490566037,-0.1598341777982496,-0.1741559992440151,14.048528301886792,13.48447204968944,14.032049657629951,21.50222122487592
1931.0,15.98,0.82,0.61,2.43,3.34,15.9,1.138906993006993,5469.072498944682,1931.0,231.43864150943398,189.96094800563588,324.380613751393,144.4885120449302,13.204867132867133,-0.36543056442931293,-0.4548085642915645,9.823132867132866,16.474226804123713,14.619207914757439,16.49357343769011
1932.0,8.3,0.5,0.41,3.36,3.68,14.3,1.145773643410853,4951.900583319119,1932.0,133.65902097902097,188.29971571757392,366.2525544326161,83.9056495268666,8.925581395348837,0.013701316895488924,0.013608302503221476,7.318976744186046,13.60655737704918,14.405312732033186,9.142699232295488
1933.0,7.09,0.44,0.44,1.46,3.31,12.9,0.9915409090909092,4815.926239348617,1933.0,126.5647441860465,191.0887497232605,423.02599462332523,66.136887070949,7.676,0.5134632645210927,0.41440057731264995,7.676,17.29268292682927,13.868436431455152,8.785976850374352
1934.0,10.54,0.45,0.49,1.01,3.12,13.2,0.9803911764705882,5123.656959072054,1934.0,183.87509090909091,195.39112013197632,427.65670718476696,77.05544699601808,7.619558823529412,-0.10584328608103581,-0.11187422395966382,8.296852941176471,23.954545454545453,13.460200338289564,13.258530752035018
1935.0,9.26,0.47,0.76,0.75,2.79,13.6,0.9928985507246376,5400.960407597398,1935.0,156.79358823529412,200.03459818548592,427.79943817683323,87.52131560891686,7.8428695652173905,0.5144458008576703,0.41504956402252013,12.682086956521738,18.897959183673468,13.120308475282519,11.648681616518825
1936.0,13.76,0.72,1.02,0.75,2.65,13.8,0.9860638297872342,5909.390742775816,1936.0,229.61252173913041,204.74343900233586,432.96992328687475,117.58691973001869,11.758978723404256,0.3023565066798616,0.2641753209602583,16.658553191489364,18.105263157894736,13.154465508717172,17.50054293096079
1937.0,17.59,0.8,1.13,0.88,2.68,14.1,1.0016957746478874,6090.563298382394,1937.0,287.2783829787234,205.5879425986451,431.38430980382964,120.92486017956104,12.973521126760565,-0.31638895339061085,-0.38036616840755827,18.325098591549295,17.245098039215684,13.509456292727592,21.838848776360425
1938.0,11.31,0.51,0.64,0.88,2.56,14.2,1.0232114285714284,5945.863088593114,1938.0,183.41315492957747,205.1937371952022,435.057097078682,96.86264582505706,8.38877142857143,0.16674245294934947,0.15421563738834126,10.527085714285715,10.008849557522124,12.703764864156161,13.576649641208167
1939.0,12.5,0.62,0.9,0.56,2.36,14.0,1.0128345323741008,6225.814804208897,1939.0,205.60714285714286,209.65795871169198,452.8232049421024,108.0456796114839,10.271482014388488,0.04103597122302145,0.040216343524812806,14.91021582733813,19.53125,12.026653113556643,16.18474090600229
1940.0,12.3,0.67,1.05,0.56,2.21,13.9,0.991336170212766,6495.560484479134,1940.0,203.77294964028775,212.40806366970685,465.08794531158316,117.75185370401297,10.942382978723405,-0.10074381594879765,-0.10618731953129794,17.148510638297875,13.666666666666666,12.336651347197751,16.943446170455477
1941.0,10.55,0.71,1.16,0.53,1.95,14.1,0.9028490445859874,6892.752001445302,1941.0,172.30170212765958,214.6230568908487,467.5087962455201,138.3617535902419,10.413936305732484,-0.17937633954176346,-0.19769066626976098,17.01431847133758,10.047619047619046,13.055769907618222,13.966650858362598
1942.0,8.93,0.59,1.03,0.63,2.46,15.7,0.9348467455621302,6662.803007078446,1942.0,130.98091719745224,217.545666113698,430.0978666444973,110.38784485865914,8.039360946745562,0.11104779448306026,0.1053035290688758,14.034816568047338,7.698275862068965,13.727353890004352,10.03241617493757
1943.0,10.09,0.61,0.94,0.69,2.47,16.9,0.9779660919540228,6759.2795227207025,1943.0,137.4866982248521,223.1888006861445,410.6357357607954,108.88230335421376,8.07303448275862,0.19940079514256726,0.18182209470233368,12.440413793103449,9.79611650485437,14.2037952693147,10.015528070924418
1944.0,11.85,0.64,0.93,0.72,2.48,17.4,0.9845662921348314,6872.80097762336,1944.0,156.82862068965517,229.16460594995058,409.02581459985436,108.31028619279273,8.279730337078652,0.1656094438913385,0.15324407803773984,12.031483146067416,12.606382978723403,14.57725828980379,11.041318022124786
1945.0,13.49,0.66,0.96,0.75,2.37,17.8,0.985357142857143,7217.9069700584005,1945.0,174.52119101123597,235.31048594675676,409.82503631542477,123.47910676890517,8.350813186813188,0.35429581537809846,0.30328162579632173,12.146637362637362,14.505376344086024,14.523713330415351,11.97215467693994
1946.0,18.02,0.71,1.06,0.76,2.19,18.2,0.8529451162790698,8015.240292521416,1946.0,228.0025054945055,241.7820176201644,410.88717743658117,179.41414523991966,7.604595348837209,-0.25213845081692166,-0.2905374128148222,11.353339534883721,18.770833333333336,13.99319196475479,15.69863713965119
1947.0,15.21,0.84,1.61,1.01,2.25,21.5,0.9163354430379748,8007.942344625603,1947.0,162.909711627907,249.4711459058978,359.33847115547485,171.15700905537304,8.161822784810125,-0.06539113452453289,-0.06762716291074058,15.643493670886077,14.349056603773587,13.725031472688466,11.64206937475268
1948.0,14.83,0.93,2.29,1.35,2.44,23.7,1.00083125,8045.457010074273,1948.0,144.09503797468355,257.0688189019544,335.1715178273703,166.22505908196015,8.923350000000001,0.08471847606203636,0.08132048425725281,21.97255,9.211180124223603,14.869577901259897,10.49870364679449
1949.0,15.36,1.14,2.32,1.58,2.31,24.0,1.0374127659574468,8125.391752470857,1949.0,147.3792,264.3514215755657,338.94577308197995,164.00685546577586,11.17102978723404,0.19813829787234025,0.18076893365849797,22.73402553191489,6.707423580786027,15.651958871717568,9.911458212106517
1950.0,16.88,1.47,2.84,1.32,2.32,23.5,0.9374094488188978,8502.69292565981,1950.0,165.40963404255317,269.7151665934652,352.5222599931227,185.48657504005115,13.327228346456693,0.24309624211665518,0.21760523681736288,25.74784251968504,7.275862068965517,16.511892059856287,10.567982921386372
1951.0,21.21,1.41,2.44,2.12,2.57,25.4,0.978810566037736,8492.658234964383,1951.0,192.2928661417323,273.1321923802867,330.8841700365296,171.2852669082512,12.25263396226415,0.15687687367119457,0.14572402394124,21.20313962264151,7.46830985915493,16.93077417498668,11.64571966947596
1952.0,24.19,1.41,2.4,2.39,2.68,26.5,1.0200507518796993,8612.567612818506,1952.0,210.20653584905662,277.9171525193501,324.01621704460433,168.91307448437763,12.206571428571428,0.1362661511156974,0.1277475808117818,20.777142857142856,9.91393442622951,17.605006803896234,12.415648196383907
1953.0,26.18,1.45,2.51,2.58,2.83,26.6,1.0143598513011154,8874.239399298587,1953.0,226.644,283.063680952281,329.9381284806344,178.18917917033033,12.412862453531599,0.01642049181957352,0.016287133436920762,21.487092936802973,10.908333333333335,18.509674718266186,12.87383768291646
1954.0,25.46,1.54,2.77,1.8,2.48,26.9,1.025625468164794,8897.173685685237,1954.0,217.95274349442383,288.3265567464542,334.17904796054825,167.6254942577255,13.282067415730339,0.46968586988181493,0.3850486839968888,23.89047191011236,10.143426294820719,19.695573594670677,11.775071513241569
1955.0,35.6,1.64,3.62,1.81,2.61,26.7,1.014301119402985,9378.791582049269,1955.0,307.04,293.0071706440485,341.3427068987547,193.69362132059362,14.09176119402985,0.281436567164179,0.24798176670041205,31.104985074626864,12.851985559566787,21.591408365869626,15.589289569260394
1956.0,44.15,1.74,3.41,3.21,2.9,26.8,1.0021840579710144,9480.339366000086,1956.0,379.3605223880597,297.1308938813458,344.39560665661224,188.12787043232143,14.517652173913044,0.03743496315262521,0.03675128503990787,28.451260869565218,12.196132596685082,23.301200499337778,17.569975795915635
1957.0,45.43,1.79,3.37,3.86,3.46,27.6,1.0022853146853146,9541.591460770765,1957.0,379.0442173913043,301.0702251869746,343.16309285575363,178.51948749841853,14.412629370629372,-0.08849547986682044,-0.0926587258705813,27.13439160839161,13.322580645161288,24.450290293088333,16.26715402075858
1958.0,41.12,1.75,2.89,2.54,3.09,28.6,1.011256551724138,9458.975145964578,1958.0,331.08788811188805,305.3787090886832,342.02348272970244,158.00382045095893,13.896206896551725,0.37594089628337607,0.3191377853062031,22.948593103448278,12.201780415430264,24.547894603433157,13.541266142164405
1959.0,55.62,1.83,3.39,3.74,4.02,29.0,1.026778156996587,9819.111283368768,1959.0,441.66115862068966,310.51872177983597,344.31884197882033,169.58009542501358,14.382675767918087,0.06521213549279414,0.06317396758218641,26.643317406143346,19.24567474048443,24.938823790856006,17.991814196518547
1960.0,58.03,1.95,3.27,4.28,4.72,29.3,1.025303355704698,9886.802305975607,1960.0,456.08015017064844,315.476180521953,351.3381316823565,159.92220489940973,15.068657718120805,0.0448952000064766,0.04391659331254738,25.268979865771815,17.117994100294982,24.890937525464686,18.28795752339665
1961.0,59.72,2.02,3.19,2.91,3.84,29.8,1.0222393333333333,9927.012557346892,1961.0,461.4873020134228,320.0266200974414,357.58633138173195,147.4711168600759,15.505519999999999,0.1824525563741906,0.16759071911960538,24.48644,18.26299694189602,25.219267563200532,18.54037444516897
1962.0,69.07,2.13,3.67,3.39,4.08,30.0,1.0202960526315792,10259.599789278858,1962.0,530.1813199999999,324.4088480306713,362.7179189293483,152.74420545579198,16.13475,-0.04001851668406549,-0.040841282918843355,27.800250000000002,21.652037617554853,25.921578277486248,21.022867483020413
1963.0,65.06,2.28,4.02,3.5,3.83,30.4,1.018252427184466,10529.756258477832,1963.0,492.82950000000005,328.40694778727607,366.8183870611375,153.3444233692257,16.99153398058252,0.19053261266423716,0.17440078065964668,29.958757281553396,17.727520435967303,26.76874471196129,19.012326129386917
1964.0,76.45,2.5,4.55,4.09,4.17,30.9,1.030891346153846,11007.919503886518,1964.0,569.7380582524272,331.75341747976654,369.5365382763698,166.16216491237617,18.45192307692308,0.14804296423001473,0.13805872248453535,33.582499999999996,19.017412935323385,27.73794752095005,21.28370472291316
1965.0,86.12,2.72,5.19,4.46,4.19,31.2,1.0248905660377357,11557.939836254154,1965.0,635.6318461538463,333.76267474730633,375.30249429896537,183.4929720876486,19.69690566037736,0.09414682452742525,0.08997490388619549,37.58343396226416,18.92747252747253,28.38579240971378,22.915604900966922
1966.0,93.32,2.87,5.55,5.44,4.61,31.8,1.0191465045592707,12074.851220656901,1966.0,675.7776603773584,334.57686289309936,378.00141434326014,198.89036661947566,20.088255319148935,-0.09557987224401561,-0.10046128345668101,38.84662613981763,17.980732177263963,29.425328936739028,23.80689785310004
1967.0,84.45,2.92,5.33,5.55,4.58,32.9,1.0183563049853372,12299.89723523472,1967.0,591.0986626139818,335.02731623256835,378.3984389318663,194.04914543123218,19.71899120234604,0.11915603638516603,0.112574862312013,35.99391202346041,15.216216216216216,30.311280978245907,20.088090226103297
1968.0,95.04,3.07,5.76,6.17,5.53,34.1,1.0169654494382023,12877.155451703167,1968.0,641.8126451612903,335.9005680223941,378.9251580820111,213.40424140430412,19.85841573033708,0.05935614336246369,0.05766131165241461,37.25878651685393,17.83114446529081,31.742300319586473,21.174052182813146
1969.0,102.04,3.16,5.78,8.05,6.04,35.6,1.0176137566137566,13224.51157585365,1969.0,660.0497528089888,336.68232027729243,378.8349036315495,217.52034445709052,19.250920634920636,-0.13729961691545392,-0.1476878288466759,35.21212698412699,17.715277777777782,32.59918127738484,20.794011340183417
1970.0,90.31,3.14,5.13,9.11,7.79,37.8,1.0362708542713568,13375.359196294285,1970.0,550.174253968254,338.16229697644746,379.6137414646335,208.365260887611,18.167819095477387,0.016213277660587323,0.01608324608365967,29.681819095477387,15.624567474048442,33.04046520035539,16.876934708477744
